,GPS_Height,Vert_Prec,Horz_Prec,Northing,Easting,Point_ID,ORIG_FID, D0,D60,D120,D180,D240,D300,D360,D420,D480,D540,D600,D660,D720,D780,D840,D900,D960,D1020,D1080,D1140,D1200
580,2307.96,14.3,6.5,718415.85,460561.98,722,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,2307.61,12.5,6.2,718420.69,460566.61,723,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,2311.06,13.0,6.5,718425.24,460557.51,724,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,5,5,5
583,2304.79,10.7,6.0,718420.16,460555.51,725,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,5,5,5
584,2307.27,11.4,6.0,718413.1,460555.97,726,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,2311.49,13.3,6.5,718410.97,460546.09,727,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,2308.93,11.8,6.1,718409.47,460542.22,728,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,2313.32,13.3,6.7,718407.03,460541.96,729,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,2313.66,11.5,6.6,718397.91,460534.65,730,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,2310.53,10.4,6.0,718394.79,460532.13,732,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
590,2307.49,10.3,5.9,718398.14,460527.58,733,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,5,5
591,2307.35,10.3,6.0,718406.71,460534.87,734,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5
592,2305.93,10.2,5.9,718414.55,460541.03,735,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,2305.5,10.2,6.0,718417.94,460547.86,736,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2
594,2302.81,10.1,5.9,718425.96,460550.45,737,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,5,5,5
595,2302.73,10.1,5.9,718429.08,460554.62,738,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,5,5,5,5
596,2301.78,9.9,6.0,718435.36,460550.54,743,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,5,5,5
597,2298.17,9.7,5.9,718436.52,460545.09,744,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,5,5,5
598,2297.4,9.7,6.0,718440.61,460539.8,745,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,5,5,5
599,2300.61,9.4,5.8,718434.83,460537.09,747,744,0,0,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
600,2300.79,9.6,5.9,718430.27,460543.59,748,745,0,0,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
601,2302.43,9.3,5.8,718424.66,460545.55,750,747,0,1,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
602,2302.16,9.3,5.8,718421.61,460541.82,751,748,0,1,2,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
603,2301.76,9.4,5.9,718423.35,460533.61,753,750,0,1,1,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
604,2301.95,9.5,5.9,718429.96,460532.85,754,751,0,0,0,0,0,1,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5
605,2302.11,11.4,6.1,718435.38,460531.32,755,752,0,0,0,0,0,0,1,3,3,4,5,5,5,5,5,5,5,5,5,5,5
606,2299.85,9.3,5.9,718433.92,460526.52,756,753,0,0,0,0,0,0,0,1,2,2,2,3,4,5,5,5,5,5,5,5,5
607,2297.18,9.5,6.0,718439.15,460530.32,757,754,0,0,0,0,0,0,1,1,2,3,3,5,5,5,5,5,5,5,5,5,5
608,2300.62,9.3,5.9,718428.24,460537.68,758,755,0,0,0,0,1,2,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5
609,2293.47,10.2,6.3,718462.75,460546.74,762,759,0,0,0,1,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
610,2289.96,9.1,5.9,718489.12,460547.82,765,762,0,0,0,0,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
611,2289.71,8.8,5.8,718496.0,460548.96,766,763,0,1,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
612,2290.62,9.0,6.1,718501.26,460554.99,767,764,0,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
613,2287.97,8.8,5.8,718503.04,460551.26,768,765,0,1,1,2,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
614,2287.41,10.6,6.2,718508.13,460551.62,769,766,0,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
615,2291.4,8.8,5.9,718505.36,460558.56,770,767,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
616,2289.0,8.8,5.8,718513.67,460558.77,771,768,0,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
617,2287.22,8.7,5.8,718514.4,460553.92,772,769,0,0,0,0,0,1,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5
618,2285.42,9.0,5.9,718520.3,460552.69,773,770,0,0,0,0,0,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
619,2287.5,8.6,5.8,718521.23,460560.04,774,771,0,0,0,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
620,2287.1,9.0,6.2,718527.64,460565.37,775,772,0,1,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
621,2285.4,8.7,5.8,718532.36,460564.21,776,773,0,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
622,2285.07,8.8,5.9,718530.4,460571.46,777,774,0,1,1,1,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
623,2284.19,8.6,5.8,718535.84,460572.34,778,775,0,1,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
624,2286.12,8.4,5.7,718526.8,460557.38,779,776,0,0,0,0,0,0,0,1,1,1,2,3,3,3,5,5,5,5,5,5,5
625,2305.89,13.1,6.3,718414.83,460532.46,780,777,0,0,0,0,0,2,2,2,4,4,5,5,5,5,5,5,5,5,5,5,5
626,2309.25,12.8,6.2,718404.39,460529.51,782,779,0,0,1,1,1,2,2,2,3,3,4,4,5,5,5,5,5,5,5,5,5
627,2303.85,9.1,5.8,718402.84,460523.87,785,782,0,0,0,1,1,1,1,2,2,3,4,5,5,5,5,5,5,5,5,5,5
628,2302.65,9.3,6.1,718397.63,460520.63,786,783,0,0,1,2,2,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5
629,2305.34,9.9,5.9,718392.09,460522.84,787,784,0,1,2,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
630,2306.74,9.5,6.7,718383.04,460519.16,789,786,0,1,2,2,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
631,2309.61,10.2,6.6,718379.4,460527.06,790,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
632,2310.3,8.8,6.5,718374.37,460519.58,791,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,5,5,5
633,2310.83,8.8,6.5,718370.48,460513.77,792,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,5,5,5
634,2312.17,8.8,6.5,718366.11,460509.72,793,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,2317.81,11.0,6.8,718363.51,460510.46,794,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,2313.41,8.8,6.6,718368.73,460518.47,795,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,2316.33,9.1,6.7,718371.28,460524.6,797,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,2312.23,8.9,6.7,718375.99,460530.4,798,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
639,2308.91,11.2,7.0,718386.6,460529.56,799,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
640,2315.53,9.5,6.8,718389.6,460536.7,802,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,2313.37,11.5,7.1,718381.96,460534.55,803,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,2314.22,9.7,6.8,718375.04,460537.31,804,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,2317.66,11.6,7.1,718384.45,460538.95,805,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,2321.55,11.8,7.2,718384.83,460542.88,806,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,2316.86,9.6,6.9,718374.7,460541.8,807,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2
646,2322.61,11.7,7.1,718377.0,460547.12,808,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5
647,2323.66,12.5,7.5,718379.3,460553.25,809,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,2323.48,12.9,7.6,718373.07,460552.88,810,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,5,5,5
649,2320.82,9.6,6.6,718369.84,460545.07,812,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2
650,2317.0,11.4,7.3,718364.21,460534.1,813,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,2318.39,8.9,6.5,718368.66,460530.72,814,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
652,2321.72,8.9,6.5,718365.26,460525.05,815,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,2319.66,8.9,6.5,718359.18,460513.34,816,813,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,5,5,5,5,5,5
654,2324.08,8.9,6.5,718356.43,460515.22,817,814,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,5,5,5,5,5
655,2323.48,8.9,6.5,718362.2,460519.51,818,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,2323.33,10.9,7.1,718366.2,460538.33,820,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,2336.38,13.4,7.5,718379.76,460553.36,823,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,2330.23,13.5,7.5,718371.95,460552.22,824,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,2331.1,13.6,7.5,718370.31,460556.89,825,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,2327.89,13.6,7.5,718364.5,460549.73,826,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,2323.43,9.9,6.6,718360.52,460542.77,827,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,2323.97,9.9,6.6,718360.94,460537.18,828,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,2328.9,10.3,6.8,718357.06,460532.11,829,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,2325.7,9.6,6.5,718359.27,460525.83,830,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,2330.32,10.6,5.9,718355.66,460520.51,831,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,2325.51,10.7,6.9,718350.22,460516.42,832,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5
667,2328.35,10.0,6.6,718344.68,460519.64,833,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
668,2331.33,10.0,6.6,718348.27,460524.03,834,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
669,2330.8,10.0,6.6,718352.47,460527.4,835,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,2330.82,11.3,7.0,718355.46,460543.27,837,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,2336.26,14.2,7.6,718360.63,460546.17,838,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,2332.7,11.8,7.2,718364.44,460553.11,839,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,2334.27,14.3,7.5,718366.5,460558.51,840,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5
674,2334.65,14.4,7.5,718374.88,460560.64,841,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2
675,2332.75,14.4,7.5,718380.5,460560.05,842,839,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,4,5,5,5,5
676,2332.87,9.1,6.7,718377.66,460564.45,844,841,0,0,0,0,0,0,0,0,0,0,1,3,4,5,5,5,5,5,5,5,5
677,2332.81,9.5,6.4,718381.39,460572.09,846,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,2334.35,8.4,5.7,718375.14,460570.56,847,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
679,2335.96,9.0,6.2,718368.46,460567.2,848,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,2341.4,14.4,7.3,718368.24,460561.9,849,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,2338.52,14.4,7.3,718361.02,460560.88,850,847,0,0,0,0,0,0,0,0,0,1,2,2,3,3,4,5,5,5,5,5,5
682,2335.76,8.2,5.6,718357.01,460554.63,851,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,2339.65,14.3,7.3,718354.92,460546.14,852,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,2340.84,14.3,7.2,718353.86,460535.35,853,850,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,5,5,5,5,5,5
685,2335.87,9.6,6.3,718352.58,460531.32,854,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,2336.61,8.6,5.7,718347.57,460530.28,855,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,2338.84,11.4,6.3,718341.72,460520.67,856,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,2338.8,9.0,6.0,718334.1,460519.14,857,854,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3,3,5,5,5,5
689,2342.78,14.1,7.1,718331.7,460518.86,858,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
690,2339.36,9.0,5.9,718341.87,460529.68,860,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,2338.45,8.8,5.8,718346.35,460535.07,861,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,2338.41,8.7,5.7,718347.84,460543.51,862,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,2338.5,9.0,5.9,718350.06,460549.96,863,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,2339.46,8.7,5.7,718352.48,460559.39,865,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,2340.14,8.3,5.6,718357.23,460565.56,866,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,2341.0,8.7,5.9,718362.38,460568.37,867,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,2340.57,8.8,5.9,718367.92,460573.4,868,865,0,0,0,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5
698,2341.78,8.8,5.9,718373.05,460577.22,869,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,2336.74,8.8,5.8,718376.94,460575.42,870,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,2342.34,8.1,5.6,718374.54,460581.7,871,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,2342.42,8.2,5.6,718346.02,460548.79,872,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,2342.19,8.7,5.7,718342.75,460542.38,873,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,2345.98,11.3,5.8,718340.2,460536.94,874,871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,2344.39,8.1,5.6,718336.98,460533.72,875,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,2343.16,8.1,5.6,718331.09,460527.06,876,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,5
706,2345.69,8.8,5.7,718321.89,460518.07,878,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,2346.24,8.7,5.8,718320.86,460511.81,879,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,2348.25,8.3,5.8,718315.37,460508.4,880,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,2346.25,9.2,5.8,718317.66,460498.71,881,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
710,2347.32,8.7,5.7,718311.18,460504.4,882,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,5,5
711,2348.97,8.9,5.7,718303.79,460498.34,883,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,5,5,5
712,2350.22,9.2,5.9,718308.4,460491.85,886,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,5,5
713,2347.96,8.0,5.6,718313.38,460497.32,888,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
714,2346.57,8.7,5.6,718317.09,460492.83,890,887,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,5,5,5,5,5
715,2346.15,9.4,5.8,718322.04,460495.84,891,888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,2344.29,8.9,5.7,718322.51,460490.08,892,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,2347.08,8.8,5.7,718317.06,460486.54,893,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,2343.65,9.4,5.8,718319.47,460483.93,894,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,2340.69,9.4,5.8,718325.05,460484.58,895,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,2341.02,8.8,5.7,718327.16,460491.99,896,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,2340.26,8.8,5.7,718327.61,460498.66,897,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,2341.91,9.5,5.8,718328.12,460504.43,898,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,2343.51,8.8,5.7,718326.47,460510.16,899,896,0,0,0,1,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
724,2346.34,9.1,5.7,718321.25,460503.98,900,897,0,1,1,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
725,2341.86,9.7,5.9,718326.57,460516.75,901,898,0,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
726,2339.96,9.7,5.7,718332.41,460513.39,902,899,0,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
727,2342.96,9.1,5.7,718334.62,460505.82,904,901,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,4,5,5,5
728,2337.49,9.3,5.7,718333.06,460502.34,905,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,2335.4,10.8,5.8,718330.06,460487.21,907,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,2336.97,9.2,5.7,718325.08,460478.71,908,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,2338.04,9.2,5.8,718320.3,460473.95,909,906,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
732,2335.3,8.9,5.7,718327.44,460471.42,910,907,0,0,0,0,0,0,0,0,2,3,3,3,4,5,5,5,5,5,5,5,5
733,2334.0,9.0,5.7,718330.64,460474.74,911,908,0,0,0,0,0,0,0,0,1,1,2,2,4,4,5,5,5,5,5,5,5
734,2332.24,9.6,5.9,718333.34,460480.41,913,910,0,0,0,0,0,0,0,0,3,3,4,5,5,5,5,5,5,5,5,5,5
735,2335.54,9.7,6.0,718337.28,460491.59,917,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,2335.59,9.8,5.9,718331.18,460497.72,919,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,2335.48,9.1,5.7,718336.79,460498.03,920,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,2339.42,9.5,5.8,718338.87,460508.05,922,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,2337.99,8.9,5.8,718337.93,460514.5,923,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,2337.74,9.1,5.9,718342.89,460514.98,924,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,2334.44,9.6,6.6,718341.75,460508.74,925,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,2337.62,9.8,5.9,718345.16,460503.67,926,923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,2330.34,11.8,5.9,718342.09,460497.39,927,924,0,0,0,0,0,0,0,0,1,2,2,3,3,4,5,5,5,5,5,5,5
744,2329.89,10.2,6.0,718338.82,460491.57,928,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,2329.74,9.7,5.8,718342.57,460485.09,930,927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
746,2332.63,10.2,6.0,718339.37,460478.51,931,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
747,2331.94,10.1,5.9,718344.47,460477.72,932,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,2333.85,10.2,6.1,718340.59,460472.59,933,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,2333.41,9.7,5.8,718346.45,460469.79,934,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,2330.83,9.7,5.7,718348.94,460466.35,935,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,2326.87,12.2,5.9,718353.25,460466.31,936,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,2326.99,9.8,5.8,718353.83,460459.43,937,934,0,0,0,0,1,1,1,1,2,2,3,3,4,4,5,5,5,5,5,5,5
753,2326.87,10.1,5.9,718351.32,460473.61,938,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,2327.62,10.1,5.9,718347.6,460478.12,939,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,2323.24,10.2,6.2,718357.35,460470.85,940,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,2319.06,10.2,6.2,718357.9,460477.82,943,940,0,0,0,0,0,1,2,3,3,5,5,5,5,5,5,5,5,5,5,5,5
757,2318.44,10.1,5.9,718355.49,460484.88,944,941,0,0,0,0,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
758,2318.59,10.7,6.1,718351.79,460488.2,945,942,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,3,4,4,5,5
759,2322.46,10.5,5.9,718347.16,460487.51,946,943,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
760,2324.02,12.8,6.1,718346.23,460493.89,947,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,2323.69,9.8,5.7,718351.58,460497.74,948,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,2329.86,12.7,6.1,718348.75,460502.22,949,946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,2330.84,9.9,5.8,718343.4,460514.84,953,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,2329.9,10.2,5.8,718351.31,460514.05,954,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,2325.98,10.1,8.5,718353.17,460506.98,955,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,2324.43,10.1,5.8,718358.6,460508.29,956,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5,5,5
767,2319.79,13.3,5.9,718355.0,460502.42,957,954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
768,2320.81,9.9,5.8,718355.63,460492.86,958,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,5,5,5
769,2319.81,10.1,6.3,718360.34,460498.76,959,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,2320.2,10.1,6.3,718359.29,460505.16,960,957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,5
771,2313.57,13.5,5.9,718364.22,460503.32,961,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,5,5,5
772,2312.99,10.1,5.9,718370.39,460503.5,962,959,0,0,0,0,0,0,1,2,3,4,4,5,5,5,5,5,5,5,5,5,5
773,2315.78,10.3,6.1,718364.9,460499.17,963,960,0,0,0,0,0,0,0,1,2,2,3,3,4,5,5,5,5,5,5,5,5
774,2311.4,13.6,5.9,718366.78,460493.13,964,961,0,0,0,0,0,1,1,2,3,4,5,5,5,5,5,5,5,5,5,5,5
